Date,Open,High,Low,Close,Volume
2020-08-07 09:01,3849.0,3860.000000000001,3849.0,3859.0,16100
2020-08-07 09:02,3858.0,3861.0,3857.0,3857.0,4654
2020-08-07 09:03,3858.0,3861.000000000001,3857.0,3859.0,6055
2020-08-07 09:04,3860.0,3861.0,3857.0,3858.0,3773
2020-08-07 09:05,3858.0,3859.000000000001,3857.0,3857.000000000001,1718
2020-08-07 09:06,3857.000000000001,3858.0,3855.0,3855.0,3489
2020-08-07 09:07,3855.0,3858.000000000001,3855.0,3857.0,2381
2020-08-07 09:08,3857.0,3857.0,3853.0,3854.0,2803
2020-08-07 09:09,3855.0,3856.0,3854.0,3854.0,1110
2020-08-07 09:10,3854.0,3856.0,3852.0,3852.0,1982
2020-08-07 09:11,3852.0,3858.0,3852.0,3858.0,3611
2020-08-07 09:12,3858.0,3860.000000000001,3856.0,3859.000000000001,3102
2020-08-07 09:13,3859.000000000001,3860.0,3858.0,3860.0,2053
2020-08-07 09:14,3860.0,3864.0,3859.0,3863.0,6409
2020-08-07 09:15,3864.0,3866.0,3862.0,3866.0,5516
2020-08-07 09:16,3866.0,3867.0,3863.0,3864.0,4444
2020-08-07 09:17,3863.0,3864.0,3862.0,3862.0,2393
2020-08-07 09:18,3862.0,3864.000000000001,3862.0,3863.0,1624
2020-08-07 09:19,3863.0,3865.0,3863.0,3864.0,2358
2020-08-07 09:20,3864.0,3864.0,3861.0,3861.0,1975
2020-08-07 09:21,3861.0,3865.000000000001,3861.0,3865.0,2183
2020-08-07 09:22,3864.0,3865.000000000001,3862.0,3862.0,2065
2020-08-07 09:23,3862.0,3864.0,3862.0,3863.0,1358
2020-08-07 09:24,3863.0,3864.000000000001,3862.0,3863.0,1467
2020-08-07 09:25,3864.0,3864.000000000001,3861.0,3862.0,2188
2020-08-07 09:26,3862.0,3864.0,3862.0,3864.0,1544
2020-08-07 09:27,3864.0,3864.000000000001,3862.0,3862.0,1638
2020-08-07 09:28,3862.0,3864.0,3861.0,3864.0,1707
2020-08-07 09:29,3863.0,3863.0,3860.0,3861.0,2421
2020-08-07 09:30,3861.0,3862.0,3860.0,3860.000000000001,1735
2020-08-07 09:31,3861.0,3861.0,3858.0,3859.0,3822
2020-08-07 09:32,3859.0,3862.0,3857.0,3862.0,2377
2020-08-07 09:33,3862.0,3862.000000000001,3860.0,3861.0,1249
2020-08-07 09:34,3861.0,3863.0,3860.0,3863.0,1456
2020-08-07 09:35,3863.0,3864.0,3861.0,3862.0,1586
2020-08-07 09:36,3862.0,3864.0,3861.0,3863.0,1277
2020-08-07 09:37,3864.0,3864.0,3861.0,3862.0,928
2020-08-07 09:38,3861.0,3863.000000000001,3861.0,3862.0,1806
2020-08-07 09:39,3862.0,3863.0,3860.0,3862.000000000001,791
2020-08-07 09:40,3862.000000000001,3862.000000000001,3858.0,3859.0,2040
2020-08-07 09:41,3859.0,3862.0,3859.0,3861.0,1957
2020-08-07 09:42,3860.0,3861.000000000001,3859.0,3860.0,852
2020-08-07 09:43,3860.0,3861.0,3858.0,3859.0,1291
2020-08-07 09:44,3859.0,3861.000000000001,3859.0,3859.0,1122
2020-08-07 09:45,3860.0,3861.0,3858.0,3858.0,1047
2020-08-07 09:46,3858.0,3861.0,3858.0,3859.0,1272
2020-08-07 09:47,3859.0,3860.0,3857.0,3858.0,1524
2020-08-07 09:48,3858.0,3858.0,3854.0,3854.000000000001,2808
2020-08-07 09:49,3854.0,3857.0,3853.0,3855.0,1689
2020-08-07 09:50,3855.0,3857.000000000001,3854.0,3856.0,1296
2020-08-07 09:51,3856.0,3857.000000000001,3855.0,3856.0,2424
2020-08-07 09:52,3856.0,3859.0,3856.0,3859.0,1500
2020-08-07 09:53,3859.0,3859.0,3857.0,3857.0,443
2020-08-07 09:54,3857.0,3859.0,3857.0,3859.0,402
2020-08-07 09:55,3859.0,3859.0,3858.0,3859.0,542
2020-08-07 09:56,3859.0,3860.0,3858.0,3858.0,621
2020-08-07 09:57,3858.0,3859.0,3857.0,3859.0,605
2020-08-07 09:58,3859.0,3859.0,3858.0,3859.0,404
2020-08-07 09:59,3859.0,3860.0,3858.0,3859.0,1008
2020-08-07 10:00,3859.0,3859.000000000001,3858.0,3859.000000000001,1055
2020-08-07 10:01,3859.000000000001,3861.0,3857.0,3860.0,1653
2020-08-07 10:02,3861.0,3861.000000000001,3859.0,3860.0,543
2020-08-07 10:03,3860.0,3860.0,3857.0,3858.0,959
2020-08-07 10:04,3857.0,3858.000000000001,3857.0,3858.0,509
2020-08-07 10:05,3858.0,3859.0,3857.0,3858.0,693
2020-08-07 10:06,3859.0,3859.0,3858.0,3859.0,668
2020-08-07 10:07,3859.0,3859.0,3857.0,3859.0,926
2020-08-07 10:08,3859.0,3860.000000000001,3858.0,3860.0,637
2020-08-07 10:09,3859.0,3862.0,3859.0,3862.0,1948
2020-08-07 10:10,3862.0,3865.000000000001,3862.0,3863.0,4548
2020-08-07 10:11,3862.0,3864.0,3862.0,3863.0,1596
2020-08-07 10:12,3863.0,3863.0,3861.0,3861.0,523
2020-08-07 10:13,3861.0,3863.0,3861.0,3861.0,803
2020-08-07 10:14,3861.0,3862.0,3860.0,3861.0,758
2020-08-07 10:15,3861.0,3862.0,3860.0,3861.0,553
2020-08-07 10:31,3860.0,3860.0,3855.0,3856.0,4285
2020-08-07 10:32,3856.0,3857.0,3851.0,3852.0,5248
2020-08-07 10:33,3851.0,3855.0,3851.0,3854.0,4623
2020-08-07 10:34,3854.0,3855.0,3851.0,3854.0,3650
2020-08-07 10:35,3854.0,3855.0,3852.0,3854.0,1651
2020-08-07 10:36,3854.0,3857.0,3852.0,3856.0,2974
2020-08-07 10:37,3857.0,3858.0,3856.0,3857.0,987
2020-08-07 10:38,3857.0,3858.0,3856.0,3856.0,859
2020-08-07 10:39,3857.0,3858.0,3854.0,3855.0,1968
2020-08-07 10:40,3854.0,3855.0,3853.0,3853.0,828
2020-08-07 10:41,3853.0,3853.0,3848.0,3849.000000000001,8042
2020-08-07 10:42,3849.0,3853.0,3849.0,3850.0,4082
2020-08-07 10:43,3850.0,3852.0,3850.0,3851.0,2629
2020-08-07 10:44,3851.0,3853.0,3850.0,3852.0,1792
2020-08-07 10:45,3853.0,3853.0,3849.0,3850.0,2091
2020-08-07 10:46,3851.0,3851.0,3849.0,3850.0,1444
2020-08-07 10:47,3850.0,3851.000000000001,3850.0,3850.0,1619
2020-08-07 10:48,3850.0,3851.000000000001,3849.0,3851.0,910
2020-08-07 10:49,3851.0,3851.0,3848.0,3849.0,1909
2020-08-07 10:50,3849.0,3849.0,3846.0,3846.0,3936
2020-08-07 10:51,3846.0,3852.0,3845.0,3851.0,4604
2020-08-07 10:52,3850.0,3852.0,3850.0,3852.0,2301
2020-08-07 10:53,3852.0,3852.0,3849.0,3850.0,2763
2020-08-07 10:54,3849.0,3850.0,3849.0,3849.0,493
2020-08-07 10:55,3849.0,3851.0,3849.0,3849.0,907
2020-08-07 10:56,3849.0,3851.0,3849.0,3851.0,760
2020-08-07 10:57,3851.0,3851.000000000001,3850.0,3850.0,581
2020-08-07 10:58,3850.0,3851.0,3849.0,3850.0,977
2020-08-07 10:59,3849.0,3851.0,3849.0,3851.0,585
